n_calls,missed_calls,p50_resp_min,p90_resp_min,avg_resp_min,p50_wait_min,p90_wait_min,avg_onscene_min,avg_transport_min,avg_turnaround_min,units,legs,avg_road_factor,avg_hour_mult,avg_zone_mult,segment
15,0,3.1467202899611983,6.773608846397246,3.9695693015920237,0.0,0.0,22.342588751202914,10.798172352393685,26.972208829061337,46,690,1.5499999999999803,1.1229710144927616,1.0,2023-01-29_S1
5,0,3.4365145314162255,9.30306515068899,5.2336539369427415,0.0,0.0,15.947177440034348,10.746868860971572,23.536454256275356,46,231,1.4499999999999937,1.0779220779220786,1.0,2023-01-29_S2
9,0,2.8051428044652758,7.021942450597011,4.787145445238303,0.0,0.0,19.629803540891217,8.862752726052689,28.197368928584396,46,417,1.3500000000000105,1.0230215827338116,1.0,2023-01-30_S0
5,0,4.135025172401244,6.283432310881336,4.4149651972320925,0.0,0.0,15.56532031825169,13.5840392514372,28.80712462005651,46,234,1.5500000000000065,1.0903846153846177,1.0,2023-01-30_S1
36,0,3.2288154361825456,8.009263761288302,4.0548652517425205,0.0,0.0,20.67628654835431,10.344307833115725,27.601280970371228,46,1535,1.450000000000015,1.1346579804560082,1.0,2023-01-30_S2
8,0,4.343567629801571,10.359004569254267,6.185364387004326,0.0,0.0,22.763725169666447,13.549938210704434,23.84079486617214,46,360,1.5500000000000034,1.1051388888888833,1.0,2023-01-31_S1
11,0,3.7048043034977853,8.122949247759951,4.595860706847585,0.0,0.0,18.301737455457868,10.659340065085935,28.354809675979492,46,490,1.450000000000007,1.00969387755102,1.0,2023-01-31_S2
15,0,3.2289580377122586,6.119608073758162,3.842199544642278,0.0,0.0,22.871087555580377,7.410932885291298,23.45818046071663,46,654,1.350000000000015,1.0,1.0,2023-02-01_S0
8,0,3.699898852937156,12.11274934146063,6.391135496687124,0.0,0.0,18.154929110470736,15.140932600441321,27.985100354535916,46,370,1.550000000000002,1.081216216216215,1.0,2023-02-01_S1
35,0,4.190441231846965,10.065756177268444,5.160314575474342,0.0,0.0,17.755704250707463,10.412307316900877,30.179439609543177,46,1497,1.4500000000000202,1.1384435537742004,1.0,2023-02-01_S2
